listing_id,title,category,price,location,url,scraped_date,description,Overdracht_Vraagprijs,Overdracht_Aangeboden_sinds,Overdracht_Status,Overdracht_Aanvaarding,Bouw_Hoofdfunctie,Bouw_Soort_bouw,Bouw_Bouwjaar,Oppervlakten_Oppervlakte,Oppervlakten_Bedrijfshal_oppervlak,Oppervlakten_Kantoor_oppervlak,Oppervlakten_Vrije_hoogte,Oppervlakten_Vrije_overspanning,Oppervlakten_Perceel,Indeling_Aantal_bouwlagen,Indeling_Voorzieningen,Energie_Energielabel,Omgeving_Ligging,Omgeving_Bereikbaarheid,Omgeving_Lokale_voorzieningen,Parkeergelegenheid_Parkeerplaatsen,Overdracht_Huurprijs,Bouw_Mogelijke_functie(s),Oppervlakten_Verkoopvloeroppervlakte,Oppervlakten_Breedte_gevel,Indeling_Woonruimte,Omgeving_Bijdrage_winkeliersvereniging,Omgeving_Welstandsklasse,Overdracht_Servicekosten,Oppervlakten_Terrein_oppervlak,Overname_Personeel,Bouw_Soort_horeca,Indeling_Gelegen_op,Oppervlakten_Draagvermogen,Bouw_Paardenboxen,Oppervlakten_Totale_oppervlakte,Oppervlakten_Huiskavels,Woonruimte_Bedrijfswoningen,Woonruimte_Hoofdwoning,Woonruimte_Inhoud,Woonruimte_Bouwjaar,kadastrale_code,eigendomssituatie,Bouw_Aantal_kalveren,Woonruimte_Bouwperiode,Bouw_Bouwperiode,Overdracht_Oorspronkelijke_huurprijs,Overdracht_Oorspronkelijke_vraagprijs,Parkeergelegenheid_Parkeerkosten,Woonruimte_Energielabel,Bouw_Glasopstanden,Oppervlakten_Veldkavels,Oppervlakten_Type_teelt,Overdracht_Eigendomssituatie,Beleggingsobject_Huurders,Beleggingsobject_Verhuurd,Bouw_Ligboxen,Oppervlakten_Grondsoort,Bouw_Opstallen,Bouw_Rijhallen,Oppervlakten_Uitbreidingsmogelijkheden,Bouw_Loodsen,Bouw_Afrasteringen,Bouw_Bebouwingsmogelijkheid,Bouw_Maximale_bouwhoogte,Bouw_Plaatsen_voor_jongvee,Bouw_Melksysteem,Bouw_Opstanden,Beleggingsobject_Bruto_huuropbrengst,Overname_Bedrijfsovername,Oppervlakten_Type_land,Oppervlakten_Grond_lengte,Oppervlakten_Grond_breedte,Oppervlakten_Drainage,Bouw_Aantal_vleesvarkens,Bouw_Vleesvarkensstallen,Oppervlakten_Bouwkavels,Bouw_Aantal_biggen,Bouw_Biggenstallen,Bouw_Opslagschuren,Bouw_Machineloodsen
43953978,Molenveld 11,Bedrijfshal,€ 850.000 k.k.,5446 BL Wanroij,https://www.fundainbusiness.nl/bedrijfshal/wanroij/object-43953978-molenveld-11/?navigateSource=resultlist,2025-06-10 11:37:42,"Op het bedrijventerrein  Molenveld  gelegen ruime  bedrijfswoning met  bedrijfsruimte (totaal ca. 620  m²),  op een royaal perceel  van  2.004  m². Het object is gunstig  op  het perceel  gelegen,  waardoor  er  aan de  achterzijde een grote tuin en binnenterrein is, deze buitenruimte biedt ook de mogelijkheid om de bedrijfsruimte nu of in de toekomst nog verder uit te breiden.  Bedrijfswoning: Begane grond: speels ingedeelde entree/ hal met een toiletruimte. Een zeer lichte woonkamer met een s …",€ 850.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,1996,629 m²,620 m²,,42 m,14 m,2.004 m²,1 bouwlaag,"Overheaddeuren, toilet, pantry en te openen ramen",A,Bedrijventerrein,Snelwegafrit op 5000 m of meer,,10 niet-overdekte parkeerplaatsen,,,,,"Aanwezig (aangebouwd, 199 m²)",,,,500 m²,,,,2.500 kg/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43959168,Oranjestraat 1,Bedrijfshal,€ 19.275 /mnd,5091 BK Oost West en Middelbeers,https://www.fundainbusiness.nl/bedrijfshal/oost-west-en-middelbeers/object-43959168-oranjestraat-1/?navigateSource=resultlist,2025-06-10 11:37:45,"Bedrijfshallen te huur  voor  opslag en  logistiek! Er  zijn 3 hallen die  afzonderlijk  dan wel als geheel te  huur  zijn.   Het betreft hier  3  aaneengesloten  hallen, afmetingen en vrije hoogtes:  Hal 6 : ca. 2100 m² (ca. 35 x 58 x 5,20 m vrije hoogte), huurprijs € 7.875,- per maand. Hal 7 : ca. 1010 m² (ca. 18 x 56 x 6,20 m vrije hoogte), huurprijs € 3.787,50 per maand. Hal 8 : ca. 2030 m² (ca. 35 x 60 x 5,20 m vrije hoogte), huurprijs € 7.612,50 per maand. Totaal 5.140 m² aan opslagruim t …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,1985,5.140 m²,5.140 m²,,"5,2 m",24 m,8.785 m²,,"Krachtstroom, betonvloer, toilet en pantry",Niet beschikbaar,Bedrijventerrein,Bushalte op minder dan 500 m en snelwegafrit op 4000 m tot 5000 m,"Ontspanning op 500 m tot 1000 m, restaurant op minder dan 500 m en winkel op minder dan 500 m",10 niet-overdekte parkeerplaatsen,€ 19.275 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43959421,Hoofdstraat 178,Winkel met showroom,€ 989.000 k.k.,5481 AK Schijndel,https://www.fundainbusiness.nl/winkel/schijndel/object-43959421-hoofdstraat-178/?navigateSource=resultlist,2025-06-10 11:37:51,"WOON-/WINKELPAND MET MOGELIJKHEDEN!    Aan de  Hoofdstraat 178  in Schijndel staat dit  karakteristieke  pand met tal van mogelijkheden.  Het  pand  beschikt over een winkelruimte  en  een  kapsalon, maar biedt ook de  optie voor bijvoorbeeld dubbele bewoning. Kom dit unieke pand bezichtigen en ontdek zelf de veelzijdigheid en ruimte die het te bieden heeft!  KENMERKEN:  * Bouwjaar: 1938 * Perceeloppervlakte: 543 m² * Woonoppervlakte: 249 m² * Inhoud: ca. 1.009 m³ * Garage: 82 m² * Royaal gesch …",€ 989.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Winkel met showroom,Bestaande bouw,1938,169 m²,,,,,543 m²,1 bouwlaag,,A+,Stadscentrum/dorpskern,"Bushalte op minder dan 500 m, NS Intercitystation op 5000 m of meer en snelwegafrit op 5000 m of meer",,,,,143 m²,"7,5 m",,Nee,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43958741,Mgr. van de Venstraat 29,Kantoor,€ 1.350 /mnd,5482 EK Schijndel,https://www.fundainbusiness.nl/kantoor/schijndel/object-43958741-mgr-van-de-venstraat-29/?navigateSource=resultlist,2025-06-10 11:37:56,"CENTRAAL GELEGEN KANTOORRUIMTE  TE  HUUR!   Deze verrassend  ruime kantoorruimte is te  vinden  aan de Mgr. van de  Venstraat  29  te Wijbosch. Het pand  is  in  2009 gebouwd en wordt nu  gedeeltelijk verhuurd. De beschikbare ruimte zijn een kantoorruimte van circa 52 m2, vergaderruimte of tweede kantoorruimte van circa 20 m2, kantine en 2 toiletruimtes. De kantoor- en vergaderruimte beschikken over airconditioning. Daarnaast is de kantine voorzien van complete pantry met vaatwasser, koelkast m …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2007,121 m²,,,,,,1 bouwlaag,"Airconditioning, te openen ramen, systeemplafond, toilet, pantry, verwarming en kamerindeling",Niet beschikbaar,In woonwijk,,,,€ 1.350 per maand,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43955861,Lange Voren 38,Bedrijfshal,Prijs op aanvraag,5541 RT Reusel,https://www.fundainbusiness.nl/bedrijfshal/reusel/object-43955861-lange-voren-38/?navigateSource=resultlist,2025-06-10 11:38:03,"Op een goede  locatie  op bedrijventerrein  'Lange Voren'  gelegen riante bedrijfshal van  ruim  544 m² en een luxe  afgewerkte  bedrijfswoning  van 260 m² gebruiksoppervlakte.  De  bedrijfshal  is degelijk gebouwd en kent  een vrije hoogte van ca. 4,5 meter.  De woning is geheel gemoderniseerd, voorzien van 5 ruime slaapkamers, een separate kantoorruimte/speelkamer en een keurig aangelegde achtertuin met fraaie tuinkamer. Ideale combinatie van een woon-/werklocatie!  Bedrijfsruimte Multifuncti …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,1988,544 m²,544 m²,,45 m,,1.215 m²,,"Overheaddeuren, krachtstroom en betonvloer",C,Bedrijventerrein,,,,,,,,"Aanwezig (vrijstaand, 236 m²)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43843857,Hoofdstraat 150,Kantoor,€ 30.000 /jr,5481 AJ Schijndel,https://www.fundainbusiness.nl/kantoor/schijndel/object-43843857-hoofdstraat-150/?navigateSource=resultlist,2025-06-10 11:38:08,"Object Deze representatieve  kantoorruimte  van circa  211 m²  is gevestigd in een  monumentaal  pand aan de Hoofdstraat 150  te  Schijndel.  Het gebouw, oorspronkelijk in  gebruik  als  Nederlands Hervormde Kerk, heeft sinds  1978 een herbestemming gekregen en biedt nu een moderne werkomgeving met behoud van historische elementen. De ruimte is efficiënt ingedeeld met een stalen entresol die plaats biedt aan circa zes werkplekken, een aparte spreekkamer en een kantine aan de achterzijde van het …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,1808,211 m²,,,,,,2 bouwlagen,,Niet beschikbaar,,,,,€ 30.000 per jaar,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43840574,Argon 37-a,Bedrijfshal,€ 82.200 /jr,4751 XC Oud Gastel,https://www.fundainbusiness.nl/bedrijfshal/oud-gastel/object-43840574-argon-37-a/?navigateSource=resultlist,2025-06-10 11:38:41,Het betreft hier  een  op Borchwerf  II gelegen  gerealiseerde multifunctionele bedrijfs/showroom/kantoorruimte. Op  dit  moment is hier nog een  kantoor/  showroomruimte  van ca. 385 m²  met  aangebouwde  bedrijfs/ opslagruimte van ca. 366  m² beschikbaar (uit te breiden met 182 m²). Een ander is gebouwd onder zeer moderne architectuur en een hoogwaardig afwerkingsniveau. Het geheel wordt gecomplementeerd met een eigen verhard parkeerterrein met voldoende parkeerplaatsen.  Ligging:		 Het regis …,,Log in om te bekijken,Beschikbaar,Beschikbaar per 1-1-2026,Bedrijfshal,Nieuwbouw,2011,851 m² (in units vanaf 366 m²),366 m²,485 m²,8 m,,,2 bouwlagen,"Overheaddeuren, krachtstroom, betonvloer, airconditioning, mechanische ventilatie, inbouwarmaturen en te openen ramen","A 0,78",Bedrijventerrein,"Bushalte op 1500 m tot 2000 m, NS Intercitystation op 4000 m tot 5000 m en snelwegafrit op minder dan 500 m",,"15 parkeerplaatsen (4 overdekt, 11 niet-overdekt)",€ 82.200 per jaar,,,,,,,€ 4.200 per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43845060,Vaartveld 3,Bedrijfshal,€ 7.000 /mnd,4704 SE Roosendaal,https://www.fundainbusiness.nl/bedrijfshal/roosendaal/object-43845060-vaartveld-3/?navigateSource=resultlist,2025-06-10 11:38:46,"Te Huur: Ruim  en  Functioneel Bedrijfspand  op Bedrijventerrein  Borchwerf I – Roosendaal    - Adres: Vaartveld 3, Roosendaal - Huurprijs: €  7.000,- excl. btw.  per maand  Bent  u op  zoek  naar  een veelzijdig bedrijfspand op een strategische locatie? Dit ruime pand aan het Vaartveld 3, gelegen op bedrijventerrein Borchwerf I,  biedt uitstekende mogelijkheden voor diverse bedrijfsactiviteiten. Met een combinatie van kantoorruimte, werkplaatsen en een groot buitenterrein is dit de ideale loca …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,1999,1.060 m² (in units vanaf 850 m²),850 m²,210 m²,,,3.600 m²,2 bouwlagen,"Overheaddeuren, krachtstroom, betonvloer, toilet, pantry, airconditioning, mechanische ventilatie, inbouwarmaturen en te openen ramen",A+,Bedrijventerrein,"Bushalte op 1000 m tot 1500 m, NS Intercitystation op 2000 m tot 3000 m en snelwegafrit op 500 m tot 1000 m",,,€ 7.000 per maand,,,,,,,,1.500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43832723,Raambrug 20,Bedrijfshal,€ 10.975 /mnd,5531 AG Bladel,https://www.fundainbusiness.nl/bedrijfshal/bladel/object-43832723-raambrug-20/?navigateSource=resultlist,2025-06-10 11:38:50,Modern bedrijfspand van  2.636  m² TE  HUUR met  164 eigen zonnepanelen!   Het  pand heeft een moderne en  representatieve  uitstraling!   Het naastgelegen pand  Raambrug  22  Bladel is er eventueel bij  te huren voor extra (kantoor)ruimte!  KENMERKEN  Raambrug 20 : ca. 2.636 m² VVO Bouwjaar : 2000  VVO Raambrug 20: Bedrijfsruimte begane grond: circa 1.639 m² Bedrijfsruimte verdieping: circa 846 m² Terras verdieping: circa 25 m² Kantine verdieping: circa 126 m²  INDELING:  Raambrug 20  Begane g …,,Log in om te bekijken,Beschikbaar,Beschikbaar per 1-9-2025,Bedrijfshal,Bestaande bouw,2000,2.636 m²,2.636 m²,,,,2.404 m²,,"Mechanische ventilatie, overheaddeuren, krachtstroom, betonvloer, toilet en pantry","C 1,26",Bedrijventerrein,"Bushalte op 500 m tot 1000 m, busknooppunt op 1000 m tot 1500 m en snelwegafrit op 5000 m of meer","Bank op 1000 m tot 1500 m, ontspanning op minder dan 500 m, restaurant op 1000 m tot 1500 m en winkel op 1000 m tot 1500 m",13 niet-overdekte parkeerplaatsen,€ 10.975 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43839110,Kraaivenstraat 36-08,Kantoor,€ 1.250 /mnd,5048 AB Tilburg,https://www.fundainbusiness.nl/kantoor/tilburg/object-43839110-kraaivenstraat-36-08/?navigateSource=resultlist,2025-06-10 11:38:56,"Kantoorruimte van circa  114  m² op  bedrijventerrein Kraaiven.  Momenteel zijn er vier  aparte  kantoorruimtes, een keuken en een  toiletruimte  in  het pand aanwezig. Het  opleveringsniveau  is  hoog te noemen, het object  kan zo betrokken worden en heeft energielabel A+ (geldig tot 15-07-2031). De kantoorruimte maakt deel uit van een bedrijfsverzamelgebouw met een eigen parkeerterrein. Deze representatieve kantoorruimte (met alarminstallatie) is gelegen op een goede locatie nabij de Midden B …",,Log in om te bekijken,Beschikbaar,Per direct beschikbaar,Kantoor,Bestaande bouw,1999,114 m²,,,,,,2 bouwlagen,"Airconditioning, inbouwarmaturen, te openen ramen, kabelgoten, systeemplafond, toilet, pantry, verwarming en kamerindeling",A+,Bedrijventerrein,NS Intercitystation op 1500 m tot 2000 m en snelwegafrit op 3000 m tot 4000 m,,,€ 1.250 per maand,,,,,,,€ 100 per maand (21% BTW van toepassing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43821440,Essendonk 7-A,Zorginstelling|Praktijkruimte,Huurprijs op aanvraag,4824 DA Breda,https://www.fundainbusiness.nl/zorg/breda/object-43821440-essendonk-7-a/?navigateSource=resultlist,2025-06-10 11:39:01,"In Medisch Centrum  Donk  bieden wij  een viertal  kantoor-/praktijkruimtes aan van in  totaal  ca. 90 m².  Het  Medisch  Centrum  Donk in Breda, Haagse  Beemden,  huisvest  een tiental eerste- en tweedelijnszorg  praktijken: een huisartsenpraktijk, tandartsen en mondhygiëniste, fysiotherapeuten, verloskundigen, diëtiste, podotherapeut, oefentherapeuten, ergotherapeut, logopedisten en osteopaten.   Namens opdrachtgever zijn wij op zoek naar enkele medische dienstverleners die aansluiten bij de  …",,Log in om te bekijken,Beschikbaar,In overleg,Zorginstelling,Bestaande bouw,1990,90 m²,,,,,,,,A,Kantorenpark en in woonwijk,"Bushalte op minder dan 500 m, NS Intercitystation op 4000 m tot 5000 m en snelwegafrit op 1500 m tot 2000 m",,,Huurprijs op aanvraag,Praktijkruimte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43812369,Graafseweg 37,Paardenhouderij,€ 1.295.000 k.k.,5451 NA Mill,https://www.fundainbusiness.nl/agrarisch-bedrijf/mill/object-43812369-graafseweg-37/?navigateSource=resultlist,2025-06-10 11:39:06,"Een nieuwe parel  in  onze portefeuille:  een prachtige  vrijstaande woning waar het  volop  genieten is van luxe en  comfort.  Het  vrijstaande, compleet ingerichte gastenverblijf  en  de  vrijstaande paardenstal bieden volop mogelijkheden,  ook voor de hobbymatige en professionele paardenliefhebbers!   Dit alles is landelijk gelegen aan een rustige, doodlopende straat in een bosrijke omgeving, op een royaal perceel van maar liefst 13.695 m².   WOONHUIS Het vrijstaande woonhuis  biedt volop wo …",€ 1.295.000 k.k.,Log in om te bekijken,Beschikbaar,In overleg,Paardenhouderij,Bestaande bouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1 ha 36 a 95 ca,1 ha 36 a 95 ca,1,,Inhoud 1.641 m³ Bouwjaar 1971,1.641 m³,MILL N 121,1 ha 36 a 95 ca (geheel perceel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89275460,Statenweg 51,Vleeskalverenbedrijf,Prijs op aanvraag,5428 GD Venhorst,https://www.fundainbusiness.nl/agrarisch-bedrijf/venhorst/object-89275460-statenweg-51/?navigateSource=resultlist,2025-06-10 11:39:10,"Te koop aangeboden:  Vleeskalverenbedrijf  Statenweg 51  in Venhorst,  gemeente Boekel.  Op  een  rustige locatie in het buitengebied  tussen  de  plaatsen Venhorst en Boekel  vindt  u  dit vleeskalverenbedrijf met een capaciteit  van +/- 685  vleeskalveren. Het object bestaat uit een vrijstaande woning met inpandige garage, tuin en tuinhuis, vleeskalverenstallen met een eigen voerkeuken, werktuigenberging/loods, 2 sleufsilo’s erfverhardingen en ondergrond. Het gehele perceel heeft een grootte  …",Prijs op aanvraag,Log in om te bekijken,Beschikbaar,In overleg,Vleeskalverenbedrijf,Bestaande bouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Inhoud 900 m³ Bouwperiode 1981-1990,,BOEKEL D 2490-BOEKEL D 2277,0 ha 90 a 61 ca (geheel perceel)-0 ha 4 a 0 ca (geheel perceel),685,900 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43810790,Romeinenweg 47-N,Bedrijfshal,€ 1.700 /mnd,5349 AL Oss,https://www.fundainbusiness.nl/bedrijfshal/oss/object-43810790-romeinenweg-47-n/?navigateSource=resultlist,2025-06-10 11:39:14,"Locatie Op bedrijventerrein  Landweer  aan de  noordzijde van  Oss, staat dit moderne  bedrijfsverzamelgebouw  (bouwjaar 2023), bestaande uit veertien  bedrijfsunits.  De  locatie van de Romeinenweg  en  de  ontsluiting via de Landweerstraat-Zuid en  Julianasingel, die aansluiten op de N329 (Weg van de Toekomst) en de A50 (Nijmegen-Eindhoven) en A59 (Oss -'s-Hertogenbosch), is uitstekend te noemen en biedt ondernemers de mogelijkheid op een frisse huisvesting.  Object De unit die thans te huur  …",,Log in om te bekijken,Beschikbaar,In overleg,Bedrijfshal,Bestaande bouw,2022,206 m²,172 m²,34 m²,,15 m,184 m²,1 bouwlaag,"Lichtstraten, overheaddeuren, krachtstroom, toilet, airconditioning, inbouwarmaturen en te openen ramen",Niet verplicht,Bedrijventerrein,"Bushalte op 1500 m tot 2000 m, NS Intercitystation op 1500 m tot 2000 m en snelwegafrit op 1500 m tot 2000 m",,3 niet-overdekte parkeerplaatsen,€ 1.700 per maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43819370,De Dageraad 11,Kantoor|Bedrijfshal,€ 780.000 k.k.,5473 HD Heeswijk-Dinther,https://www.fundainbusiness.nl/kantoor/heeswijk-dinther/object-43819370-de-dageraad-11/?navigateSource=resultlist,2025-06-10 11:39:18,"Object Ontdek de  veelzijdige  mogelijkheden van  deze zeer  ruime bedrijfswoning met kantoorruimte  gelegen  aan de Dageraad 11 te  Heeswijk-Dinther,  op  bedrijventerrein Retsel. Dit betreft  een  bedrijfswoning  van ca. 336 m² met  aanpandige kantoorruimte van ca. 142 m², carport met dichte berging en terrasoverkapping. De ruime aangelegde tuin is voorzien van divers terrassen van gebakken klinkers en een tuinberging. De gunstige ligging binnen het bedrijventerrein biedt een uitstekende basi …",€ 780.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,,142 m²,,,,,894 m²,2 bouwlagen,,Niet beschikbaar,,,,,,Bedrijfsruimte,,,"Aanwezig (vrijstaand, 336 m²)",,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,1981-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43816374,Taylorweg 8-Y,Kantoor,€ 1.295 /mnd,5466 AE Veghel,https://www.fundainbusiness.nl/kantoor/veghel/object-43816374-taylorweg-8-y/?navigateSource=resultlist,2025-06-10 11:39:23,"TE HUUR: MULTIFUNCTIONELE  BEDRIJFSRUIMTE!   Wij  bieden u  een multifunctionele bedrijfsruimte in  een  representatiepand te huur aan, welke  is gelegen op bedrijventerrein  ""de Dubbelen""  aan de  Taylorweg 8Y  te Veghel.  Deze  bedrijfsruimte is uitermate geschikt voor bedrijven en/of ZZP-ers welke naast een bedrijfsruimte/magazijn ook een kantoorruimte/spreekkamer wensen te hebben.  De ruimte is gelegen in een bedrijfsverzamelgebouw welke gebouwd is in 2008 en is een goede zicht locatie zowe …",,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,2008,163 m²,,,,,,2 bouwlagen,"Inbouwarmaturen, te openen ramen, systeemplafond, toilet, pantry en verwarming",Niet beschikbaar,Bedrijventerrein,,,4 niet-overdekte parkeerplaatsen,€ 1.295 per maand,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43801337,Burgemeester Prinsensingel 57-a,Kantoor,€ 549.000 k.k.,4701 HK Roosendaal,https://www.fundainbusiness.nl/kantoor/roosendaal/object-43801337-burgemeester-prinsensingel-57-a/?navigateSource=resultlist,2025-06-10 11:39:28,"LET OP: DEZE  BEDRIJFSRUIMTE  (NR. 57a)  WORDT SAMEN  MET DE BOVENWONING (NR.  57)  ENKEL ALS ÉÉN GEHEEL  AANGEBODEN  VOOR  €549.000 k.k..  Hierbij de  inmeting  van de  bedrijfsruimte  (in  collegiale  samenwerking met  Vermunt Makelaardij): VVO totaal: 172m2 BVO totaal: 196 m2 VVO kantoorruimte: 107 m2 VVO verkeersruimte, toilet-, facilitaire- en techniekruimte: 70m2  1ste verdieping: Opslagruimte inclusief berging: 96m2  LET OP: Het perceeloppervlak van het totale object is 188 m2.  De woono …",€ 549.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Kantoor,Bestaande bouw,1927,107 m²,,,,,,1 bouwlaag,"Systeemplafond, toilet, pantry en kamerindeling",F,,"Bushalte op 500 m tot 1000 m, NS Intercitystation op 500 m tot 1000 m en snelwegafrit op 1000 m tot 1500 m","Bank op 1000 m tot 1500 m, ontspanning op minder dan 500 m, restaurant op minder dan 500 m en winkel op minder dan 500 m",,,,,,,,,Geen servicekosten bekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43801725,Bagijnhof 17,Praktijkruimte,€ 595.000 k.k.,4264 AZ Veen,https://www.fundainbusiness.nl/praktijkruimte/veen/object-43801725-bagijnhof-17/?navigateSource=resultlist,2025-06-10 11:39:33,"BEDRIJFSWONING  Op  een  treffende locatie  in Veen,  aan de rand van  het  bedrijverterrein staat deze vrijstaande bedrijfswoning  met garage gelegen op  eigen perceel  van 608  m². De  woning, gebouwd  in  1978 beschikt over een royale woonruimte van 210 m², met maar liefst 5 slaapkamers en een heerlijk privé gelegen tuin rondom de woning met garage en veranda. Het geheel biedt mogelijkheden voor het werken aan huis en comfortabel wonen dichtbij het dagelijkse leven in het dorp.   Indeling be …",€ 595.000 kosten koper,Log in om te bekijken,Beschikbaar,In overleg,Praktijkruimte,Bestaande bouw,1978,608 m²,,,,,608 m²,,,C,Bedrijventerrein,"Bushalte op minder dan 500 m, metrohalte op 5000 m of meer, NS Intercitystation op 5000 m of meer, snelwegafrit op 5000 m of meer en Tramhalte op 3000 m tot 4000 m","Bank op minder dan 500 m, ontspanning op 500 m tot 1000 m, restaurant op minder dan 500 m en winkel op minder dan 500 m","3 parkeerplaatsen (1 overdekt, 2 niet-overdekt)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
